SEGMENTO_PAIS|TIPO_DOCUMENTO|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|SUNAT_ESTADO_RUC|SUNAT_ESTADO_CONTRIBUYENTE|SUNAT_DEPARTAMENTO|SUNAT_PROVINCIA|SUNAT_DISTRITO|NUMERO_CELULAR
SEGMENTO_004|RUC|2064658684|CLIENT_00353|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|902108247
SEGMENTO_004|RUC|2071671933|CLIENT_00690|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Ventanilla|917512382
SEGMENTO_004|RUC|2079431606|CLIENT_00125|HABIDO|ACTIVO|LIMA|Lima|Surquillo|930318098
SEGMENTO_004|RUC|2091696217|CLIENT_00523|HABIDO|ACTIVO|LIMA|Lima|Lince|920975737
SEGMENTO_004|RUC|2002846047|CLIENT_00694|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|920097858
SEGMENTO_004|RUC|2066842380|CLIENT_00337|HABIDO|ACTIVO|TACNA|Tacna|Alto de la Alianza|936244748
SEGMENTO_004|RUC|2047345079|CLIENT_00455|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|937235017
SEGMENTO_004|RUC|2069534308|CLIENT_00423|HABIDO|ACTIVO|LIMA|Lima|Rímac|931347800
SEGMENTO_004|RUC|2054958528|CLIENT_00390|HABIDO|ACTIVO|AREQUIPA|Arequipa|Yanahuara|916886090
SEGMENTO_001|RUC|2026242865|CLIENT_00930|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|916882604
SEGMENTO_004|RUC|2005150947|CLIENT_00073|HABIDO|ACTIVO|LIMA|Lima|San Isidro|945971658
SEGMENTO_004|RUC|2053317276|CLIENT_00589|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|La Esperanza|916033240
SEGMENTO_004|RUC|2006307509|CLIENT_00644|HABIDO|ACTIVO|LIMA|Lima|La Victoria|945841326
SEGMENTO_004|RUC|2063339709|CLIENT_00486|HABIDO|ACTIVO|PIURA|Talara|Pariñas|920833426
SEGMENTO_004|RUC|2024539936|CLIENT_00335|NO HABIDO|BAJA DE OFICIO|CALLAO|Prov. Const. del Callao|Callao|931948779
SEGMENTO_004|RUC|2077617839|CLIENT_00036|HABIDO|ACTIVO|LIMA|Lima|Lince|910099621
SEGMENTO_004|RUC|2091061273|CLIENT_00653|HABIDO|ACTIVO|TACNA|Tacna|Tacna|941848278
SEGMENTO_004|RUC|2024181924|CLIENT_00232|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|937369974
SEGMENTO_004|RUC|2063036368|CLIENT_00951|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|La Perla|917491884
SEGMENTO_004|RUC|2080300027|CLIENT_00295|HABIDO|ACTIVO|MADRE DE DIOS|Tambopata|Tambopata|946838849
SEGMENTO_004|RUC|2013492248|CLIENT_00251|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|920515340
SEGMENTO_004|RUC|2051127548|CLIENT_00931|HABIDO|ACTIVO|MADRE DE DIOS|Tambopata|Tambopata|946798039
SEGMENTO_004|RUC|2025606787|CLIENT_00057|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar|937513326
SEGMENTO_004|RUC|2044366286|CLIENT_00796|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|942752861
SEGMENTO_004|RUC|2008582435|CLIENT_00170|NO HABIDO|ACTIVO|LIMA|Lima|Lima|920822896
SEGMENTO_004|RUC|2085588833|CLIENT_00578|HABIDO|ACTIVO|LIMA|Lima|San Borja|928552952
SEGMENTO_004|RUC|2015104553|CLIENT_00804|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|901794819
SEGMENTO_004|RUC|2093540049|CLIENT_00323|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|901272584
SEGMENTO_004|RUC|2053805361|CLIENT_00167|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|902823419
SEGMENTO_004|RUC|2026613493|CLIENT_00916|HABIDO|ACTIVO|LIMA|Lima|San Isidro|944285191
SEGMENTO_004|RUC|2017932836|CLIENT_00414|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|944725102
SEGMENTO_004|RUC|2050364733|CLIENT_00579|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|910803983
SEGMENTO_002|RUC|2026598806|CLIENT_00317|HABIDO|ACTIVO|LIMA|Lima|Lima|947307247
SEGMENTO_004|RUC|2097410254|CLIENT_00451|HABIDO|ACTIVO|LAMBAYEQUE|Lambayeque|Mochumi|937579193
SEGMENTO_004|RUC|2035721731|CLIENT_00256|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|944244705
SEGMENTO_004|RUC|2077987960|CLIENT_00607|HABIDO|BAJA DE OFICIO|LIMA|Lima|San Luis|947721808
SEGMENTO_004|RUC|2083295497|CLIENT_00376|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre|928094638
SEGMENTO_004|RUC|2027945288|CLIENT_00805|HABIDO|ACTIVO|LIMA|Lima|Comas|944671135
SEGMENTO_004|RUC|2067016446|CLIENT_00306|HABIDO|ACTIVO|LIMA|Lima|Lima|929421839
SEGMENTO_004|RUC|2097534487|CLIENT_00856|HABIDO|ACTIVO|LIMA|Lima|La Victoria|910144326
SEGMENTO_004|RUC|2049062431|CLIENT_00233|HABIDO|ACTIVO|JUNIN|Huancayo|San Jerónimo de Tunan|931949428
SEGMENTO_004|RUC|2051804602|CLIENT_00482|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|946678861
SEGMENTO_004|RUC|2071834507|CLIENT_00042|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|902035535
SEGMENTO_002|RUC|2063773311|CLIENT_00701|HABIDO|ACTIVO|LIMA|Lima|Lima|942010880
SEGMENTO_004|RUC|2096619821|CLIENT_00477|HABIDO|BAJA DE OFICIO|LIMA|Lima|Santiago de Surco|946518681
SEGMENTO_004|RUC|2042176157|CLIENT_00570|HABIDO|BAJA DE OFICIO|LIMA|Lima|San Juan de Lurigancho|902261319
SEGMENTO_002|RUC|2028712026|CLIENT_00204|HABIDO|ACTIVO|LIMA|Lima|San Isidro|901023924
SEGMENTO_004|RUC|2019726332|CLIENT_00111|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|914916472
SEGMENTO_004|RUC|2002657495|CLIENT_00013|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo|944844141
SEGMENTO_004|RUC|2050562330|CLIENT_00282|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|915508070
SEGMENTO_004|RUC|2059508137|CLIENT_00794|HABIDO|ACTIVO|LIMA|Lima|Miraflores|928698026
SEGMENTO_004|RUC|2083487599|CLIENT_00850|HABIDO|BAJA DE OFICIO|PIURA|Piura|Piura|931489302
SEGMENTO_004|RUC|2015499295|CLIENT_00346|HABIDO|ACTIVO|LIMA|Lima|Ate|917957559
SEGMENTO_004|RUC|2007125725|CLIENT_00268|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|929931287
SEGMENTO_004|RUC|2082202511|CLIENT_00338|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|930684098
SEGMENTO_004|RUC|2067006652|CLIENT_00878|HABIDO|ACTIVO|LIMA|Lima|Jesús María|941100153
SEGMENTO_004|RUC|2080971084|CLIENT_00348|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta|920733051
SEGMENTO_004|RUC|2003621431|CLIENT_00120|HABIDO|ACTIVO|CAJAMARCA|San Ignacio|San Ignacio|910395725
SEGMENTO_004|RUC|2077915409|CLIENT_00992|HABIDO|ACTIVO|PIURA|Talara|Pariñas|910110813
SEGMENTO_004|RUC|2018136216|CLIENT_00957|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz|925338541
SEGMENTO_004|RUC|2033527809|CLIENT_00688|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco|944332314
SEGMENTO_004|RUC|2016845190|CLIENT_00540|HABIDO|ACTIVO|LIMA|Lima|Santa Anita|930810377
SEGMENTO_004|RUC|2070236567|CLIENT_00464|HABIDO|ACTIVO|LIMA|Huaura|Huacho|925803175
SEGMENTO_004|RUC|2043149098|CLIENT_00027|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Miraflores|920207001
SEGMENTO_004|RUC|2095085624|CLIENT_00622|HABIDO|SUSPENSION TEMPORAL|CUSCO|Cusco|Wanchaq|930520589
SEGMENTO_004|RUC|2018747210|CLIENT_00014|HABIDO|ACTIVO|LIMA|Lima|San Borja|914839447
SEGMENTO_004|RUC|2029512487|CLIENT_00825|HABIDO|ACTIVO|LIMA|Lima|San Borja|928588465
SEGMENTO_004|RUC|2099316748|CLIENT_00768|HABIDO|ACTIVO|LIMA|Lima|Barranco|928149878
SEGMENTO_004|RUC|2079928492|CLIENT_00284|HABIDO|ACTIVO|ICA|Ica|Ica|928363811
SEGMENTO_004|RUC|2040929331|CLIENT_00023|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo|947090305
SEGMENTO_004|RUC|2047640143|CLIENT_00114|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|José Leonardo Ortiz|929754426
SEGMENTO_004|RUC|2000279692|CLIENT_00168|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|946624879
SEGMENTO_004|RUC|2080580035|CLIENT_00442|HABIDO|ACTIVO|LIMA|Lima|Santa Anita|901205039
SEGMENTO_004|RUC|2031850278|CLIENT_00571|HABIDO|ACTIVO|LIMA|Lima|Independencia|945887497
SEGMENTO_004|RUC|2078953582|CLIENT_00546|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|914500346
SEGMENTO_004|RUC|2078272562|CLIENT_00198|HABIDO|ACTIVO|LIMA|Lima|Lince|946523904
SEGMENTO_004|RUC|2029074419|CLIENT_00341|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo|940017342
SEGMENTO_004|RUC|2057769086|CLIENT_00950|HABIDO|ACTIVO|LIMA|Lima|La Molina|930759940
SEGMENTO_004|RUC|2099526768|CLIENT_00947|HABIDO|ACTIVO|LA LIBERTAD|Virú|Viru|910200916
SEGMENTO_004|RUC|2014166280|CLIENT_00551|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|937775593
SEGMENTO_004|RUC|2093200767|CLIENT_00680|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|937437057
SEGMENTO_004|RUC|2067641062|CLIENT_00563|HABIDO|ACTIVO|LIMA|Huaral|Chancay|945095486
SEGMENTO_004|RUC|2012916743|CLIENT_00424|HABIDO|ACTIVO|LIMA|Lima|La Victoria|930549646
SEGMENTO_004|RUC|2082057839|CLIENT_00554|HABIDO|ACTIVO|LIMA|Lima|Lima|961656940
SEGMENTO_004|RUC|2001720617|CLIENT_00817|HABIDO|ACTIVO|LIMA|Lima|Ate|915122193
SEGMENTO_004|RUC|2043779813|CLIENT_00336|HABIDO|ACTIVO|LIMA|Lima|La Molina|914711309
SEGMENTO_004|RUC|2059026768|CLIENT_00729|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|944924444
SEGMENTO_002|RUC|2065026469|CLIENT_00218|HABIDO|ACTIVO|LIMA|Lima|San Isidro|931396970
SEGMENTO_004|RUC|2039933423|CLIENT_00441|HABIDO|ACTIVO|LIMA|Lima|Lima|925390640
SEGMENTO_004|RUC|2033958304|CLIENT_00921|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo|947092095
SEGMENTO_004|RUC|2039728300|CLIENT_00575|HABIDO|ACTIVO|ICA|Nasca|Nasca|920222658
SEGMENTO_004|RUC|2063862131|CLIENT_00721|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo|915199366
SEGMENTO_004|RUC|2099531591|CLIENT_00529|HABIDO|ACTIVO|LIMA|Lima|Jesús María|925334807
SEGMENTO_002|RUC|2078066090|CLIENT_00801|HABIDO|ACTIVO|LIMA|Lima|Miraflores|910738446
SEGMENTO_004|RUC|2061505168|CLIENT_00879|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|931937824
SEGMENTO_004|RUC|2031228249|CLIENT_00463|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|902300616
SEGMENTO_004|RUC|2040502929|CLIENT_00235|HABIDO|ACTIVO|LIMA|Lima|Lima|944905098
SEGMENTO_004|RUC|2015924484|CLIENT_00897|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|940135765
SEGMENTO_004|RUC|2045782704|CLIENT_00628|HABIDO|ACTIVO|LIMA|Lima|San Borja|945803808
SEGMENTO_004|RUC|2096049962|CLIENT_01000|HABIDO|ACTIVO|SAN MARTIN|Tocache|Tocache|961025617
SEGMENTO_004|RUC|2059937005|CLIENT_00054|HABIDO|ACTIVO|LIMA|Lima|La Victoria|920452566
SEGMENTO_002|RUC|2079795130|CLIENT_00710|HABIDO|ACTIVO|LIMA|Lima|La Victoria|936635289
SEGMENTO_004|RUC|2015336861|CLIENT_00247|HABIDO|ACTIVO|LIMA|Lima|Los Olivos|915540006
SEGMENTO_004|RUC|2070874147|CLIENT_00128|HABIDO|ACTIVO|PIURA|Talara|Pariñas|901677990
SEGMENTO_002|RUC|2000467776|CLIENT_00136|HABIDO|ACTIVO|LIMA|Lima|Lima|910364410
SEGMENTO_004|RUC|2031708273|CLIENT_00450|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|917138299
SEGMENTO_004|RUC|2032205889|CLIENT_00480|HABIDO|ACTIVO|LIMA|Lima|San Borja|944267135
SEGMENTO_004|RUC|2061497280|CLIENT_00329|HABIDO|ACTIVO|APURIMAC|Abancay|Abancay|937453204
SEGMENTO_004|RUC|2039981438|CLIENT_00052|HABIDO|ACTIVO|AYACUCHO|Huamanga|Andrés Avelino Cáceres Dorregaray|916276297
SEGMENTO_004|RUC|2004941501|CLIENT_00776|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|901884797
SEGMENTO_004|RUC|2004899141|CLIENT_00494|HABIDO|ACTIVO|LIMA|Lima|Lima|929356734
SEGMENTO_004|RUC|2022997625|CLIENT_00266|HABIDO|ACTIVO|LIMA|Lima|Lurigancho|925279299
SEGMENTO_004|RUC|2045425222|CLIENT_00363|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|901387745
SEGMENTO_004|RUC|2001341193|CLIENT_00816|HABIDO|ACTIVO|LIMA|Lima|San Isidro|910380297
SEGMENTO_004|RUC|2072116766|CLIENT_00888|HABIDO|SUSPENSION TEMPORAL|LA LIBERTAD|Virú|Viru|931236324
SEGMENTO_004|RUC|2087931136|CLIENT_00555|HABIDO|ACTIVO|LIMA|Lima|La Victoria|931336447
SEGMENTO_004|RUC|2042601129|CLIENT_00965|HABIDO|ACTIVO|AREQUIPA|Arequipa|Jacobo Hunter|937787295
SEGMENTO_004|RUC|2025118840|CLIENT_00912|HABIDO|ACTIVO|ANCASH|Casma|Casma|941260921
SEGMENTO_004|RUC|2007442327|CLIENT_00253|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho|947448146
SEGMENTO_004|RUC|2014706556|CLIENT_00993|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|930185672
SEGMENTO_004|RUC|2064617159|CLIENT_00426|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo|931334095
SEGMENTO_004|RUC|2026743546|CLIENT_00858|HABIDO|BAJA DE OFICIO|LIMA|Lima|Miraflores|917748657
SEGMENTO_004|RUC|2048390773|CLIENT_00150|HABIDO|ACTIVO|LIMA|Lima|Pachacamac|931301917
SEGMENTO_004|RUC|2006257040|CLIENT_00405|HABIDO|ACTIVO|LIMA|Lima|Ate|961895937
SEGMENTO_004|RUC|2044945705|CLIENT_00960|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa|910605514
SEGMENTO_004|RUC|2094098136|CLIENT_00955|HABIDO|ACTIVO|CAJAMARCA|Chota|Chota|920429801
SEGMENTO_004|RUC|2082130032|CLIENT_00923|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|944105046
SEGMENTO_004|RUC|2063015584|CLIENT_00588|NO HABIDO|BAJA DE OFICIO|UCAYALI|Atalaya|Raymondi|940561115
SEGMENTO_004|RUC|2013942122|CLIENT_00890|HABIDO|ACTIVO|ICA|Chincha|Pueblo Nuevo|937254213
SEGMENTO_004|RUC|2034781506|CLIENT_00066|HABIDO|ACTIVO|LIMA|Lima|San Miguel|946045215
SEGMENTO_004|RUC|2064887435|CLIENT_00142|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|936583741
SEGMENTO_004|RUC|2079362481|CLIENT_00175|HABIDO|ACTIVO|LIMA|Lima|Ate|916362250
SEGMENTO_004|RUC|2087905445|CLIENT_00039|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|930678779
SEGMENTO_004|RUC|2090318936|CLIENT_00333|HABIDO|ACTIVO|LIMA|Lima|San Borja|928216824
SEGMENTO_004|RUC|2066717944|CLIENT_00082|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Carmen de la Legua Reynoso|937797957
SEGMENTO_004|RUC|2011315139|CLIENT_00002|HABIDO|ACTIVO|LIMA|Lima|San Isidro|947316993
SEGMENTO_004|RUC|2053555214|CLIENT_00159|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|916900458
SEGMENTO_004|RUC|2069073026|CLIENT_00147|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|929757014
SEGMENTO_004|RUC|2093963249|CLIENT_00250|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco|915795935
SEGMENTO_004|RUC|2042702801|CLIENT_00657|HABIDO|ACTIVO|PIURA|Sullana|Sullana|901649988
SEGMENTO_004|RUC|2064819637|CLIENT_00608|HABIDO|ACTIVO|PUNO|San Román|Juliaca|945624783
SEGMENTO_004|RUC|2093993320|CLIENT_00458|HABIDO|BAJA DE OFICIO|CUSCO|Cusco|Cusco|929948906
SEGMENTO_004|RUC|2022095080|CLIENT_00127|HABIDO|ACTIVO|LIMA|Lima|Miraflores|947338857
SEGMENTO_004|RUC|2097480168|CLIENT_00884|HABIDO|ACTIVO|LIMA|Lima|Rímac|901876322
SEGMENTO_004|RUC|2074315436|CLIENT_00865|HABIDO|ACTIVO|LIMA|Lima|La Molina|940114872
SEGMENTO_004|RUC|2088121602|CLIENT_00904|HABIDO|ACTIVO|LIMA|Lima|San Luis|931787472
SEGMENTO_004|RUC|2008268577|CLIENT_00288|HABIDO|ACTIVO|LIMA|Lima|San Miguel|941299694
SEGMENTO_004|RUC|2088717616|CLIENT_00246|HABIDO|ACTIVO|LIMA|Lima|La Victoria|947958539
SEGMENTO_004|RUC|2016704268|CLIENT_00609|HABIDO|ACTIVO|CUSCO|Cusco|Santiago|917929433
SEGMENTO_004|RUC|2016738253|CLIENT_00320|HABIDO|ACTIVO|SAN MARTIN|Bellavista|Bellavista|901879839
SEGMENTO_004|RUC|2028216422|CLIENT_00862|HABIDO|ACTIVO|LIMA|Lima|Chorrillos|910194168
SEGMENTO_004|RUC|2098337123|CLIENT_00365|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo|941995886
SEGMENTO_004|RUC|2022642503|CLIENT_00537|HABIDO|BAJA DE OFICIO|LIMA|Lima|Ate|929391824
SEGMENTO_002|RUC|2025935157|CLIENT_00401|HABIDO|ACTIVO|LIMA|Lima|Ate|944150946
SEGMENTO_004|RUC|2040655923|CLIENT_00296|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores|915469444
SEGMENTO_004|RUC|2098018480|CLIENT_00702|HABIDO|BAJA DE OFICIO|LIMA|Lima|Villa El Salvador|941783584
SEGMENTO_004|RUC|2092787042|CLIENT_00603|HABIDO|ACTIVO|LIMA|Lima|Ate|928192564
SEGMENTO_004|RUC|2056088591|CLIENT_00160|HABIDO|ACTIVO|LIMA|Barranca|Supe|914310982
SEGMENTO_004|RUC|2000357153|CLIENT_00510|HABIDO|ACTIVO|LIMA|Lima|San Miguel|961832254
SEGMENTO_004|RUC|2054297630|CLIENT_00621|HABIDO|ACTIVO|LIMA|Lima|Surquillo|946114418
SEGMENTO_004|RUC|2052913932|CLIENT_00961|HABIDO|ACTIVO|LIMA|Lima|Miraflores|928011961
SEGMENTO_004|RUC|2011804641|CLIENT_00396|HABIDO|ACTIVO|ICA|Pisco|San Clemente|942881793
SEGMENTO_004|RUC|2007557329|CLIENT_00611|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Victor Larco Herrera|917105414
SEGMENTO_004|RUC|2024833165|CLIENT_00853|HABIDO|ACTIVO|ANCASH|Santa|Chimbote|902494616
SEGMENTO_004|RUC|2071502889|CLIENT_00952|HABIDO|ACTIVO|LIMA|Lima|San Borja|901804225
SEGMENTO_004|RUC|2007602207|CLIENT_00823|HABIDO|ACTIVO|LIMA|Lima|San Miguel|946235440
SEGMENTO_004|RUC|2000829287|CLIENT_00703|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|910205181
SEGMENTO_004|RUC|2060928654|CLIENT_00894|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|El Porvenir|929165218
SEGMENTO_004|RUC|2014633151|CLIENT_00387|HABIDO|ACTIVO|PIURA|Piura|Castilla|945925481
SEGMENTO_004|RUC|2083215398|CLIENT_00564|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|916404810
SEGMENTO_004|RUC|2081309251|CLIENT_00433|HABIDO|ACTIVO|ICA|Ica|Ica|915232481
SEGMENTO_003|RUC|2080037559|CLIENT_00735|HABIDO|ACTIVO|LA LIBERTAD|Chepén|Chepen|945427151
SEGMENTO_004|RUC|2041539406|CLIENT_00077|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|915749743
SEGMENTO_004|RUC|2015428590|CLIENT_00696|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|916967879
SEGMENTO_004|RUC|2045297496|CLIENT_00763|HABIDO|ACTIVO|LIMA|Lima|La Victoria|925310609
SEGMENTO_004|RUC|2074037343|CLIENT_00670|HABIDO|ACTIVO|LIMA|Lima|Jesús María|914910244
SEGMENTO_004|RUC|2070061501|CLIENT_00344|HABIDO|ACTIVO|LIMA|Lima|Ate|945418095
SEGMENTO_004|RUC|2084339331|CLIENT_00536|HABIDO|ACTIVO|SAN MARTIN|San Martín|La Banda de Shilcayo|945304294
SEGMENTO_004|RUC|2001115330|CLIENT_00908|HABIDO|ACTIVO|LIMA|Lima|La Molina|925252314
SEGMENTO_002|RUC|2010441811|CLIENT_00839|HABIDO|ACTIVO|LIMA|Lima|Ate|936032363
SEGMENTO_002|RUC|2077664976|CLIENT_00134|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|936764472
SEGMENTO_004|RUC|2087681453|CLIENT_00859|HABIDO|ACTIVO|LIMA|Lima|Miraflores|910544491
SEGMENTO_004|RUC|2052552788|CLIENT_00104|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|915446515
SEGMENTO_004|RUC|2029095052|CLIENT_00476|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|931404033
SEGMENTO_002|RUC|2051657671|CLIENT_00660|HABIDO|ACTIVO|LIMA|Lima|San Borja|929534100
SEGMENTO_004|RUC|2004540046|CLIENT_00773|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|930218296
SEGMENTO_004|RUC|2014431588|CLIENT_00437|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|945792352
SEGMENTO_004|RUC|2031756935|CLIENT_00484|HABIDO|ACTIVO|LIMA|Lima|Miraflores|917250761
SEGMENTO_004|RUC|2028013190|CLIENT_00683|HABIDO|ACTIVO|LIMA|Lima|Lima|946344229
SEGMENTO_004|RUC|2083488968|CLIENT_00506|HABIDO|ACTIVO|LIMA|Lima|Lima|940591132
SEGMENTO_004|RUC|2049019784|CLIENT_00811|HABIDO|ACTIVO|ICA|Nasca|Nasca|937554176
SEGMENTO_004|RUC|2009112149|CLIENT_00532|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930270863
SEGMENTO_004|RUC|2019210260|CLIENT_00852|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|930317242
SEGMENTO_004|RUC|2010399017|CLIENT_00723|HABIDO|ACTIVO|LIMA|Lima|San Isidro|901136558
SEGMENTO_004|RUC|2079459148|CLIENT_00345|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo|936377831
SEGMENTO_004|RUC|2070952060|CLIENT_00669|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao|945696375
SEGMENTO_004|RUC|2034895152|CLIENT_00378|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca|945182900
SEGMENTO_004|RUC|2020052100|CLIENT_00534|HABIDO|ACTIVO|LIMA|Lima|Lima|937201335
SEGMENTO_004|RUC|2057929173|CLIENT_00899|HABIDO|ACTIVO|CUSCO|Chumbivilcas|Livitaca|925534604
SEGMENTO_004|RUC|2093437777|CLIENT_00436|NO HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Yarinacocha|937342201
SEGMENTO_004|RUC|2029762900|CLIENT_00838|HABIDO|ACTIVO|LIMA|Lima|Lima|920120250
SEGMENTO_004|RUC|2099090721|CLIENT_00528|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq|947518677
SEGMENTO_004|RUC|2029921832|CLIENT_00162|HABIDO|ACTIVO|LIMA|Lima|Lince|937874785
SEGMENTO_004|RUC|2068760918|CLIENT_00496|HABIDO|ACTIVO|LIMA|Lima|Miraflores|902867049
SEGMENTO_004|RUC|2027256336|CLIENT_00122|HABIDO|ACTIVO|LORETO|Maynas|Punchana|928252215
SEGMENTO_004|RUC|2088634271|CLIENT_00692|HABIDO|ACTIVO|AREQUIPA|Arequipa|Sachaca|942136640
SEGMENTO_004|RUC|2017763650|CLIENT_00236|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|916715980
SEGMENTO_004|RUC|2025253491|CLIENT_00095|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador|936263323
SEGMENTO_004|RUC|2093258591|CLIENT_00642|HABIDO|SUSPENSION TEMPORAL|HUANUCO|Huánuco|Amarilis|930620903
SEGMENTO_003|RUC|2072848608|CLIENT_00545|HABIDO|ACTIVO|TUMBES|Tumbes|Tumbes|928489768
SEGMENTO_004|RUC|2079967938|CLIENT_00325|HABIDO|ACTIVO|LIMA|Lima|San Isidro|941686297
SEGMENTO_004|RUC|2061219681|CLIENT_00327|HABIDO|ACTIVO|LIMA|Lima|San Isidro|930733933
SEGMENTO_004|RUC|2047556447|CLIENT_00117|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|917525449
SEGMENTO_004|RUC|2072175636|CLIENT_00148|HABIDO|ACTIVO|LIMA|Lima|San Isidro|961164679
SEGMENTO_004|RUC|2012162297|CLIENT_00079|HABIDO|ACTIVO|PIURA|Sullana|Marcavelica|929868845
SEGMENTO_004|RUC|2083087437|CLIENT_00371|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres|929383718
SEGMENTO_004|RUC|2049199295|CLIENT_00421|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco|915322780
SEGMENTO_004|RUC|2021187015|CLIENT_00146|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria|915116881
SEGMENTO_004|RUC|2081245613|CLIENT_00129|HABIDO|ACTIVO|CUSCO|Cusco|Cusco|961385686
SEGMENTO_004|RUC|2036223175|CLIENT_00279|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto|961217409
